answer_id,score
452,0.9994376
453,-0.9995189
454,-0.99966156
455,-1.0
456,1.0
457,-0.99999964
458,0.9409411
459,-0.99999994
460,-0.99999994
461,0.99581265
462,-0.99936247
463,-0.95180124
464,1.0
465,-1.0
466,-0.9998156
467,-1.0
468,-0.9999684
469,-1.0
470,-1.0
471,-1.0
472,-0.999994
473,-0.99998784
474,-1.0
475,-0.99999654
476,0.42393807
477,0.9969489
478,0.98576796
479,0.9777403
480,0.99989516
481,-0.87242323
482,-0.9999802
483,-0.008938611
484,-0.99469686
485,-0.99103045
486,-0.91225123
487,-0.9999999
488,0.9999997
489,-0.99993247
490,-0.27384037
491,-0.9968737
492,-0.99876857
493,-0.9917122
494,0.997416
495,-0.99999744
496,-0.99999076
497,-1.0
498,-1.0
499,-0.99999994
500,-1.0
501,-1.0
502,-0.9999997
503,1.0
504,1.0
505,1.0
506,-0.98536605
507,-1.0
508,0.99859196
509,-0.9999946
510,0.99974245
511,-0.99994373
512,0.98658794
513,-0.6527544
514,-1.0
515,-0.9727281
516,0.71833307
517,0.9997581
518,-0.95979613
519,-0.992368
520,-1.0
521,-0.9999328
522,0.9999898
523,-0.9973261
524,0.73107445
525,-0.9999986
526,-0.9999941
527,-0.99979496
528,0.9999564
529,0.99999994
530,0.7387899
531,1.0
532,1.0
533,1.0
534,0.99999917
535,1.0
536,1.0
537,1.0
538,0.99999815
539,0.8796362
540,0.99999994
541,0.73760486
542,-0.9995538
543,0.99999845
544,0.9998479
545,0.9999978
546,0.99999976
547,0.9999999
548,1.0
549,0.99973327
550,0.99996734
551,0.9974459
552,-0.9969542
553,1.0
554,0.14989725
555,-0.99999684
556,-0.99966544
557,-0.99999994
558,-1.0
559,-1.0
560,-0.99999833
561,-1.0
562,1.0
563,1.0
564,0.99999374
565,0.999872
566,-0.9999997
567,-0.9999995
568,0.99999994
569,0.99999976
570,0.70672584
571,1.0
572,0.99999994
573,0.9999998
574,0.9692243
575,0.9754631
576,1.0
577,0.9999999
578,1.0
579,1.0
580,0.99999994
581,0.9999989
582,0.999999
583,0.99995774
584,0.9996151
585,1.0
586,0.99999905
587,0.9999977
588,-0.79979944
589,1.0
590,0.9999979
591,1.0
592,0.9315615
593,1.0
594,0.88311607
595,0.999988
596,0.9998765
597,1.0
598,0.9159317
599,-1.0
600,-0.9999967
601,-0.99999994
602,0.99811643
603,0.9999965
604,1.0
605,0.9975209
606,0.99999994
607,0.9999996
608,-0.99994373
609,0.99999994
610,0.99996483
611,1.0
612,-0.14892596
613,0.9962045
614,0.9999999
615,-0.99523455
616,0.9999902
617,0.9968016
618,0.9997607
619,0.99999994
620,-0.99999636
621,0.42505774
622,0.99987227
623,-1.0
624,-0.9990163
625,0.99994093
626,-0.9999946
627,-1.0
628,-1.0
629,-0.8351879
630,-0.9999915
631,-1.0
632,-1.0
633,-0.99999976
634,-1.0
635,-0.90673107
636,0.99997914
637,-1.0
638,-0.95872474
639,0.9999342
640,0.9999968
641,0.9999995
642,-0.98748785
643,0.9966932
644,-0.18064873
645,1.0
646,1.0
647,0.9999999
648,0.9999985
649,-0.99999994
650,0.99969304
651,-0.9960963
652,-0.99987376
653,0.8527266
654,1.0
655,0.9999994
656,-0.99974114
657,0.9995218
658,-0.9143096
659,0.99997747
660,-0.9999958
661,0.99964666
662,1.0
663,1.0
664,0.9018071
665,0.99849653
666,-0.99708396
667,0.2799489
668,-0.98584795
669,-1.0
670,-0.9999999
671,0.85624254
672,0.9999892
673,0.999992
674,-1.0
675,1.0
676,-0.9999337
677,-0.9999613
678,-0.9966785
679,0.9741936
680,0.9967705
681,0.9986083
682,1.0
683,1.0
684,1.0
685,-0.79437476
686,1.0
687,1.0
688,-0.99917936
689,1.0
690,0.58140516
691,-0.9991121
692,-0.99999994
693,-1.0
694,-1.0
695,-0.81187624
696,-0.99999994
697,-0.9999999
698,0.99721867
699,-0.978632
700,0.9999844
701,0.9999105
702,0.9920417
703,0.99939954
704,0.9984908
705,0.99999726
706,-0.99999976
707,-0.3706292
708,-0.99929875
709,-0.9711348
710,-1.0
711,-1.0
712,0.99999994
713,0.99999607
714,-1.0
715,0.9930556
716,0.9962199
717,1.0
718,1.0
719,0.99999994
720,0.99999994
721,1.0
722,0.99999946
723,1.0
724,1.0
725,-1.0
726,-1.0
727,-0.9999999
728,-0.99936354
729,1.0
730,0.99987733
731,1.0
732,1.0
733,1.0
734,0.9999948
735,-0.9999998
736,-0.9478575
737,0.9999997
738,1.0
739,0.9999381
740,0.99751
741,0.99995565
742,0.9999993
743,0.9983731
744,-1.0
745,1.0
746,-1.0
747,-0.99999905
748,0.24222356
749,0.9999813
750,0.9954828
751,0.9999993
752,1.0
753,0.9280077
754,1.0
755,-0.78907394
756,0.9999932
757,-0.9581217
758,-0.9999472
759,-1.0
760,-0.99999994
761,-1.0
762,0.90276146
763,0.98609257
764,0.9997457
765,0.9999988
766,0.9859251
767,0.99999994
768,1.0
769,-0.99906516
770,-1.0
771,-1.0
772,-0.9988024
773,-0.99997777
774,-1.0
775,-1.0
776,-0.9995609
777,-0.9999935
778,-0.99999994
779,-1.0
780,-0.99999815
781,-0.9999999
782,-0.9999917
783,-1.0
784,-1.0
785,0.99867547
786,-1.0
787,-0.9999976
788,-1.0
789,-1.0
790,-0.999995
791,0.989937
792,0.97485393
793,-0.7670731
794,-0.0642291
795,-0.9999998
796,-0.6941683
797,0.9989683
798,0.99363136
799,-0.98600745
800,0.9999997
801,0.99883723
802,1.0
803,0.9998451
804,-0.99316233
805,-1.0
806,1.0
807,1.0
808,-0.9911432
809,-1.0
810,-1.0
811,-1.0
812,-0.99999994
813,-0.999999
814,-1.0
815,-0.99995446
816,-0.9993981
817,-1.0
818,-0.99999344
819,-1.0
820,-0.55451024
821,-1.0
822,-0.9927693
823,-0.99999994
824,-0.9996409
825,0.43919176
826,-0.57700396
827,0.9999993
828,0.9999244
829,0.99999994
830,0.99999994
831,0.9999994
832,0.9999845
833,0.9999998
834,0.9999999
835,0.9909425
836,0.99994683
837,0.99999994
838,0.99999994
839,1.0
840,0.9801024
841,0.9999757
842,-0.9992475
843,0.83201396
844,-0.75997275
845,-0.9999739
846,1.0
847,0.99999994
848,0.9999276
849,0.99999744
850,0.99761677
851,0.9999994
852,0.99999994
853,0.9999962
854,0.046481825
855,0.9999998
856,0.96108115
857,0.9581207
858,0.99999994
859,0.99996257
860,-0.9999994
861,-1.0
862,-0.9999998
863,-0.98011047
864,-1.0
865,0.99950737
866,1.0
867,0.9999999
868,0.9986948
869,-1.0
870,0.9521641
871,-1.0
872,-1.0
873,-1.0
874,-0.9177536
875,-1.0
876,-0.9999131
877,-0.8453853
878,0.9970149
879,-0.99999976
880,-0.81525075
881,1.0
882,-0.40765277
883,0.9999987
884,0.99999124
885,-0.9158856
886,-0.99998796
887,-0.99999446
888,-0.9999999
889,-0.99997336
890,-0.9556668
891,-0.99993676
892,1.0
893,1.0
894,0.99999994
895,0.99988854
896,-0.99997646
897,-0.9999991
898,-0.9999996
899,-0.99995303
900,-1.0
901,-0.9999761
902,-1.0
903,-0.99999046
904,-0.99999994
905,-0.999887
906,-1.0
907,0.99999994
908,0.9993333
909,-0.9999786
910,-0.9982541
911,1.0
912,0.9999995
913,-0.8621863
914,0.9514666
915,0.99924046
916,0.99999994
917,-0.99981946
918,0.47636655
919,-0.9999998
920,-1.0
921,-0.9999988
922,-0.9999996
923,-1.0
924,-1.0
925,-0.9992068
926,-0.9969344
927,-0.9997121
928,0.32029116
929,-0.99999994
930,0.97526264
931,0.9999989
932,0.99974996
933,0.9999999
934,0.99995637
935,0.9999882
936,-0.21682732
937,0.9999999
938,0.9997752
939,0.99999696
940,1.0
941,1.0
942,1.0
943,1.0
944,1.0
945,0.9999992
946,-0.1599415
947,-0.9997662
948,-0.99972373
949,0.99916613
950,0.98251146
951,0.99847233
952,0.9999999
953,0.99997103
954,-0.9999407
955,0.7342452
956,-0.9951287
957,0.99999815
958,0.99998665
959,-1.0
960,0.99017906
961,0.5905914
962,-0.9999678
963,-0.99999994
964,-1.0
965,-0.9999998
966,-0.29817963
967,-0.9999999
968,-1.0
969,-0.99999994
970,-0.9334968
971,-0.99999994
972,0.9889441
973,0.989535
974,-1.0
975,0.7079198
976,0.69467306
977,-0.9999997
978,0.99999803
979,0.9991851
980,0.23964182
981,-0.9524169
982,-0.2007893
983,-0.9452079
984,-0.9999999
985,-1.0
986,-0.98200667
987,1.0
988,0.78943694
989,1.0
990,1.0
991,0.99892855
992,1.0
993,0.9999982
994,0.99999994
995,-0.9996738
996,0.9999999
997,-0.99986935
998,1.0
999,0.9999342
1000,0.99973506
1001,-0.9992082
1002,0.9904642
1003,0.9999911
1004,-0.789359
1005,0.9961113
1006,0.99977064
1007,0.98994255
1008,0.99999994
1009,0.99998754
1010,1.0
1011,0.99999654
1012,0.99999964
1013,1.0
1014,1.0
1015,0.99999994
1016,0.99999994
1017,0.9999998
1018,-0.8805205
1019,0.9999959
1020,0.99997395
1021,0.9999026
1022,0.9999999
1023,0.99999994
1024,0.9999799
1025,1.0
1026,1.0
1027,-1.0
1028,-0.99999994
1029,-0.9999933
1030,0.9999954
1031,0.99794066
1032,0.9994679
1033,0.9961936
1034,-0.99999994
1035,0.99993926
1036,-0.99999654
1037,0.99999326
1038,0.9999989
1039,1.0
1040,1.0
1041,1.0
1042,1.0
1043,1.0
1044,1.0
1045,1.0
1046,1.0
1047,1.0
1048,1.0
1049,0.9999993
1050,0.99999994
1051,0.9996808
1052,1.0
1053,0.9999987
1054,1.0
1055,1.0
1056,-0.99987584
1057,1.0
1058,0.9999914
1059,0.99996114
1060,-1.0
1061,0.9999657
1062,0.99766845
1063,-0.6596993
1064,1.0
1065,-1.0
1066,-0.717385
1067,0.69177413
1068,-1.0
1069,-1.0
1070,1.0
1071,0.99999887
1072,0.99999994
1073,0.110712215
1074,0.9999941
1075,-0.8343552
1076,-1.0
1077,-1.0
1078,-0.9999958
1079,0.8467488
1080,-0.99999887
1081,-0.99999994
1082,-0.99501336
1083,-0.9999243
1084,-0.9999998
1085,0.99972683
1086,0.99808913
1087,1.0
1088,-1.0
1089,-1.0
1090,-0.99999994
1091,-0.99999994
1092,-0.99987906
1093,-0.9998237
1094,0.9975313
1095,1.0
1096,0.9999965
1097,1.0
1098,-0.99997103
1099,-0.79816544
1100,-1.0
1101,-0.1816288
1102,-0.99999994
1103,-1.0
1104,-1.0
1105,-0.8459563
1106,0.82531244
1107,-0.9495372
1108,1.0
1109,0.99999475
1110,-1.0
1111,-0.81388855
1112,0.99992156
1113,1.0
1114,-0.99677724
1115,-1.0
1116,0.9999899
1117,0.999995
1118,0.9999995
1119,0.9998046
1120,-0.984709
1121,0.9999975
1122,0.9996234
1123,0.9999995
1124,-0.077563465
1125,0.9887166
1126,-0.99999136
1127,-0.995505
1128,0.95723945
1129,0.99999267
1130,0.9999998
1131,0.99999267
1132,-1.0
1133,-0.9899198
1134,-1.0
1135,-0.9999716
1136,-0.99999994
1137,0.25187728
1138,-0.99925756
1139,-0.99999994
1140,-0.9999901
1141,-0.99922574
1142,-0.9999948
1143,-1.0
1144,-1.0
1145,-0.999978
1146,-0.9660527
1147,-0.999814
1148,-0.96257424
1149,0.99890405
1150,-0.9944449
1151,-1.0
1152,-0.9995625
1153,-0.9994877
1154,0.9963789
1155,0.9996698
1156,0.99999696
1157,0.23309216
1158,-0.9997446
1159,0.99999684
1160,-0.9999648
1161,-1.0
1162,-1.0
1163,-0.99963915
1164,-0.9721257
1165,-0.9999546
1166,-0.997748
1167,0.99996316
1168,-0.8794882
1169,-0.9999308
1170,-1.0
1171,-0.99999416
1172,0.9738793
1173,0.9742283
1174,0.81879
1175,-0.96866274
1176,-0.99999946
1177,0.99505144
1178,-1.0
1179,0.9980222
1180,0.9253899
1181,-1.0
1182,-0.99977505
1183,-1.0
1184,1.0
1185,-1.0
1186,-0.9999998
1187,-1.0
1188,-0.9999823
1189,-1.0
1190,-1.0
1191,-0.9999821
1192,1.0
1193,0.99999434
1194,-0.99617314
1195,-1.0
1196,-1.0
1197,-0.9330728
1198,-0.9499681
1199,-1.0
1200,0.9992927
1201,0.7920923
1202,-0.9999999
1203,0.9999996
1204,0.99999994
1205,-0.94553113
1206,-1.0
1207,-1.0
1208,-0.9355677
1209,0.99969554
1210,0.9999999
1211,-0.95773274
1212,0.9365277
1213,0.30692825
1214,0.9972894
1215,-0.9999952
1216,0.999921
1217,1.0
1218,1.0
1219,0.9999969
1220,-0.7865603
1221,0.9999999
1222,0.99808604
1223,0.4303004
1224,0.9999613
1225,0.9999998
1226,0.9999969
1227,0.99999976
1228,0.9999996
1229,-0.9999937
1230,-0.98788
1231,-0.7009665
1232,-0.9619514
1233,-0.99999434
1234,0.8771949
1235,0.99999976
1236,0.9999954
1237,0.99346054
1238,0.87522733
1239,0.999807
1240,0.98783547
1241,-0.9999993
1242,-1.0
1243,-0.999999
1244,-1.0
1245,-0.9935841
1246,-0.99999994
1247,-0.9999996
1248,0.99999994
1249,-0.99556124
1250,-0.99999994
1251,0.9992502
1252,-0.5868215
1253,-0.8674321
1254,0.96139246
1255,-0.95469403
1256,0.9999989
1257,-0.9595053
1258,-0.9915477
1259,-0.2690362
1260,0.9999683
1261,1.0
1262,0.99999994
1263,1.0
1264,0.9999768
1265,1.0
1266,0.97984916
1267,0.94923437
1268,-0.99994105
1269,0.818897
1270,1.0
1271,1.0
1272,0.9930214
1273,1.0
1274,-1.0
1275,0.9999895
1276,0.99999857
1277,0.9888361
1278,0.9999997
1279,-1.0
1280,0.9968553
1281,0.9993851
1282,-0.99999994
1283,0.36445233
1284,-0.99986416
1285,0.9981472
1286,-0.893663
1287,0.99999994
1288,0.99999946
1289,0.999997
1290,0.3486291
1291,0.54751754
1292,-1.0
1293,-0.9999999
1294,-0.9985339
1295,-0.9893445
1296,0.9999047
1297,0.9999925
1298,-0.99964476
1299,-0.9999925
1300,-0.99979246
1301,-1.0
1302,-0.99999946
1303,-0.9988404
1304,0.9999999
1305,0.99956876
1306,0.9999617
1307,0.9997075
1308,0.9999998
1309,1.0
1310,0.99947053
1311,1.0
1312,0.99998206
1313,-0.99999946
1314,-0.9999874
1315,-1.0
1316,-1.0
1317,-1.0
1318,-0.9991123
1319,-1.0
1320,0.7634826
1321,0.9963817
1322,0.9999429
1323,-0.9999691
1324,0.998555
1325,1.0
1326,0.92313886
1327,0.9999936
1328,-0.9999811
1329,0.9999998
1330,0.9999997
1331,0.99999875
1332,1.0
1333,1.0
1334,0.99999976
1335,1.0
1336,-0.999994
1337,1.0
1338,1.0
1339,-0.9816562
1340,-0.95952034
1341,1.0
1342,-0.98756576
1343,-1.0
1344,-0.99999994
1345,1.0
1346,-0.9999998
1347,-0.99949497
1348,0.9999996
1349,0.99917334
1350,0.99921083
1351,1.0
1352,1.0
1353,0.9999785
1354,0.9999995
1355,-0.82875264
1356,0.99999976
1357,0.99999934
1358,1.0
1359,-0.9999242
1360,-1.0
1361,-0.9999974
1362,-0.9999676
1363,-1.0
1364,-0.9999962
1365,0.97699153
1366,0.99999076
1367,-0.99984276
1368,-0.99999166
1369,0.9999894
1370,-0.96053857
1371,-0.9999997
1372,-0.9999999
1373,-0.8465237
1374,-0.9994263
1375,0.9962791
1376,-0.86602354
1377,-0.7436602
1378,0.99999976
1379,-0.98935515
1380,0.9999922
1381,0.99999887
1382,0.9999953
1383,0.9999913
1384,1.0
1385,-0.37804022
1386,-0.6095158
1387,-0.99999976
1388,-0.2771831
1389,-1.0
1390,-0.93046033
1391,-0.77195984
1392,0.7223984
1393,1.0
1394,1.0
1395,1.0
1396,1.0
1397,0.99999994
1398,0.99999976
1399,0.99999994
1400,0.9997943
1401,0.9695917
1402,0.9999999
1403,0.99670124
1404,-0.99831337
1405,1.0
1406,-0.99430335
1407,0.99999905
1408,-0.5266081
1409,-0.99999875
1410,-0.99951786
1411,-0.9833499
1412,-1.0
1413,0.99919456
1414,1.0
1415,-0.998314
1416,-0.21481284
1417,-0.97467595
1418,-0.99999887
1419,-0.99862707
1420,-0.99999964
1421,-0.9999997
1422,-1.0
1423,-0.8453853
1424,-0.32553154
1425,-0.98086476
1426,-0.99999994
1427,-0.99999654
1428,0.99840796
1429,-0.895105
1430,1.0
1431,0.9999995
1432,1.0
1433,1.0
1434,0.9997677
1435,0.9999999
1436,1.0
1437,0.9999999
1438,-0.52218837
1439,-1.0
1440,-1.0
1441,-0.99694747
1442,-1.0
1443,0.99999946
1444,-0.8497852
1445,0.9999508
1446,0.99999434
1447,0.9999092
1448,0.9999869
1449,-1.0
1450,-0.99946344
1451,1.0
1452,0.999219
1453,1.0
1454,-0.9996197
1455,-0.99999946
1456,-0.95785534
1457,-0.99991024
1458,0.9998884
1459,0.9984908
1460,-0.45467496
1461,0.9999963
1462,0.99999374
1463,1.0
1464,0.98489183
1465,1.0
1466,0.99999994
1467,0.99528784
1468,0.99386615
1469,1.0
1470,0.99412197
1471,-0.9999999
1472,0.9999985
1473,0.99898976
1474,1.0
1475,0.99999994
1476,0.9999999
1477,0.6728672
1478,1.0
1479,0.96645963
1480,0.99977285
1481,0.94131356
1482,0.9999756
1483,-1.0
1484,-1.0
1485,-0.99999994
1486,-0.96688235
1487,-0.99020344
1488,0.9252164
1489,0.73770696
1490,-0.99979246
1491,0.999835
1492,-0.9999557
1493,-0.17761384
1494,-0.9807472
1495,-0.9176837
1496,-0.9999998
1497,-0.98600435
1498,0.99828154
1499,0.9999811
1500,1.0
1501,0.99999017
1502,0.9999415
1503,1.0
1504,-0.95627403
1505,-0.9977918
1506,-0.9999999
1507,-0.999859
1508,1.0
1509,1.0
1510,0.99998254
1511,0.9999998
1512,1.0
1513,-0.99999946
1514,0.8849112
1515,-0.8660885
1516,-0.9995474
1517,-1.0
1518,-0.99999714
1519,0.99993926
1520,1.0
1521,1.0
1522,0.9999997
1523,1.0
1524,0.9596288
1525,0.99653304
1526,0.9999989
1527,0.9999995
1528,1.0
1529,-0.8741645
1530,-0.98895574
1531,0.99999684
1532,0.36235243
1533,-0.96559614
1534,-0.9999909
1535,0.9993123
1536,0.99999994
1537,1.0
1538,1.0
1539,0.9999931
1540,-0.99999785
1541,-0.9997116
1542,-0.99999994
1543,0.4834517
1544,-0.9999901
1545,-1.0
1546,0.9997045
1547,-0.110765435
1548,0.99932677
1549,-0.8836578
1550,-0.999985
1551,-0.99999964
1552,-0.9999998
1553,0.97181433
1554,0.9942552
1555,0.9999962
1556,0.7116538
1557,0.9999738
1558,-0.9999832
1559,-1.0
1560,-0.2598414
1561,-0.04188833
1562,-0.9999859
1563,0.8450124
1564,-0.99999946
1565,-0.9999351
1566,0.97385377
1567,0.99995106
1568,0.9965073
1569,0.9999985
1570,-0.99999803
1571,0.9920677
1572,0.99996436
1573,0.6926014
1574,0.9953974
1575,-1.0
1576,0.81345034
1577,-0.9934002
1578,0.9999426
1579,0.5185482
1580,-0.99977165
1581,1.0
1582,-1.0
1583,-1.0
1584,-0.99999976
1585,-1.0
1586,-0.9568575
1587,-0.9936331
1588,0.99994785
1589,-0.9954155
1590,0.99171084
1591,-1.0
1592,0.17245473
1593,0.99998623
1594,1.0
1595,0.9999999
1596,-1.0
1597,-1.0
1598,-0.99972695
1599,1.0
1600,0.979252
1601,0.99988943
1602,-0.99999434
1603,-0.14554663
1604,-0.99993205
1605,0.115132846
1606,-0.99991536
1607,0.9999998
1608,-0.99997485
1609,-0.99999774
1610,-1.0
1611,-0.9936274
1612,-1.0
1613,-0.70778096
1614,0.9999999
1615,0.9999883
1616,0.9999885
1617,-0.99934644
1618,0.9982117
1619,-0.99923515
1620,-0.86152047
1621,-1.0
1622,-1.0
1623,-0.99994534
1624,-1.0
1625,-1.0
1626,-0.864149
1627,0.9999999
1628,0.99998665
1629,-0.4635791
1630,-0.99999833
1631,-1.0
1632,0.9999854
1633,1.0
1634,1.0
1635,0.99999994
1636,1.0
1637,-0.9999999
1638,0.99486494
1639,-0.99999994
1640,-0.99998474
1641,-0.897463
1642,-0.9999924
1643,0.9999734
1644,-0.12179737
1645,-0.99999994
1646,-0.9999999
1647,-1.0
1648,0.8607372
1649,-1.0
1650,-0.99999994
1651,-1.0
1652,-0.9999671
1653,-1.0
1654,-0.9998016
1655,-0.99999976
1656,0.9823899
1657,-1.0
1658,-0.9999999
1659,-0.6939415
1660,-1.0
1661,0.99999404
1662,0.9999944
1663,0.99999994
1664,1.0
1665,0.9999998
1666,-0.96322936
1667,0.99921566
1668,0.99983656
1669,0.9995278
1670,0.6615865
1671,-0.088177435
1672,-0.4598175
1673,0.9848646
1674,0.1963443
1675,-0.9834772
1676,0.99998575
1677,-0.99913394
1678,0.46470955
1679,-0.99999934
